code,URIEL,learned,distance,name,joshi,family
nda,False,False,True,Ndasa,,Atlantic-Congo
ndb,False,False,True,Kenswei Nsei,,Atlantic-Congo
ndc,False,False,True,Ndau,,Atlantic-Congo
ndd,False,False,True,Nde-Nsele-Nta,,Atlantic-Congo
nde,False,True,True,North Ndebele,,Atlantic-Congo
ndf,False,False,True,Nadruvian,,?
ndg,False,False,True,Ndengereko,,Atlantic-Congo
ndh,False,False,True,Ndali,,Atlantic-Congo
ndi,True,True,True,Samba Leko,0.0,Atlantic-Congo
ndj,False,True,True,Ndamba,,Atlantic-Congo
ndk,False,False,True,Ndaka,,Atlantic-Congo
ndl,False,False,True,Ndolo,,Atlantic-Congo
ndm,False,False,True,Ndam,,Afro-Asiatic
ndn,False,False,True,Ngundi,,Atlantic-Congo
ndo,True,True,True,Ndonga,1.0,Atlantic-Congo
ndp,False,False,True,Ndo,,Central Sudanic
ndq,False,False,True,Ndombe,,Atlantic-Congo
ndr,False,False,True,Ndoola,,Atlantic-Congo
nds,True,False,True,Low German,0.0,Indo-European
ndt,True,False,True,Ndunga,,Atlantic-Congo
ndu,False,False,True,Dugun,,Atlantic-Congo
ndv,True,False,True,Ndut,0.0,Atlantic-Congo
ndw,False,False,True,Ndobo,,Atlantic-Congo
ndx,False,False,True,Nduga,,Nuclear Trans New Guinea
ndy,False,False,True,Lutos,,Central Sudanic
ndz,True,False,True,Ndogo,0.0,Atlantic-Congo
nea,False,False,True,Eastern Ngad'a,,Austronesian
neb,True,False,True,Toura (Côte d'Ivoire),,Mande
nec,False,False,True,Nedebang,,Timor-Alor-Pantar
ned,False,False,True,Nde-Gbite,,Bookkeeping
nee,True,False,True,Nêlêmwa-Nixumwak,,Austronesian
nef,False,False,True,Nefamese,,Pidgin
neg,True,False,True,Negidal,0.0,Tungusic
neh,False,False,True,Nyenkha,,Sino-Tibetan
nei,False,False,True,Neo-Hittite,,?
nej,False,False,True,Neko,,Nuclear Trans New Guinea
nek,False,False,True,Neku,,Austronesian
nem,False,False,True,Nemi,,Austronesian
nen,True,False,True,Nengone,0.0,Austronesian
neo,False,False,True,Ná-Meo,,Unclassifiable
nep,True,True,True,Nepali (macrolanguage),,Indo-European
neq,False,False,True,North Central Mixe,,Mixe-Zoque
ner,False,False,True,Yahadian,,Konda-Yahadian
nes,False,False,True,Bhoti Kinnauri,,Sino-Tibetan
net,False,False,True,Nete,,Nuclear Trans New Guinea
neu,False,False,True,Neo,,Artificial Language
nev,False,False,True,Nyaheun,,Austroasiatic
new,True,False,True,Newari,0.0,Sino-Tibetan
nex,False,False,True,Neme,,Yam
ney,True,False,True,Neyo,0.0,Kru
nez,True,False,True,Nez Perce,0.0,Sahaptian
nfa,False,True,True,Dhao,,Austronesian
nfd,False,False,True,Ahwai,,Atlantic-Congo
nfg,False,False,True,?,,Bookkeeping
nfk,False,False,True,?,,Bookkeeping
nfl,True,False,True,Ayiwo,0.0,Austronesian
nfr,True,False,True,Nafaanra,0.0,Atlantic-Congo
nfu,False,False,True,Mfumte,,Atlantic-Congo
nga,True,False,True,Ngbaka,0.0,Atlantic-Congo
ngb,True,False,True,Northern Ngbandi,,Atlantic-Congo
ngc,True,True,True,Ngombe (Democratic Republic of Congo),,Atlantic-Congo
ngd,False,False,True,Ngando (Central African Republic),,Atlantic-Congo
nge,True,False,True,Ngemba,0.0,Atlantic-Congo
ngg,False,False,True,Ngbaka Manza,,Atlantic-Congo
ngh,True,False,True,N/u,,Tuu
ngi,True,False,True,Ngizim,0.0,Afro-Asiatic
ngj,False,False,True,Ngie,,Atlantic-Congo
ngk,True,False,True,Dalabon,,Gunwinyguan
ngl,False,False,True,Lomwe,,Atlantic-Congo
ngm,False,False,True,Ngatik Men's Creole,,Speech Register
ngn,False,False,True,Ngwo,,Atlantic-Congo
ngo,True,False,True,Ngoni,0.0,?
ngp,False,True,True,Ngulu,,Atlantic-Congo
ngq,False,False,True,Ngurimi,,Atlantic-Congo
ngr,False,False,True,Engdewu,,Austronesian
ngs,False,False,True,Gvoko,,Afro-Asiatic
ngt,False,False,True,Ngeq,,Austroasiatic
ngu,True,True,True,Guerrero Nahuatl,,Uto-Aztecan
ngv,False,False,True,Nagumi,,Atlantic-Congo
ngw,False,False,True,Ngwaba,,Afro-Asiatic
ngx,False,False,True,Nggwahyi,,Afro-Asiatic
ngy,False,False,True,Tibea,,Atlantic-Congo
ngz,False,False,True,Ngungwel,,Atlantic-Congo
nha,False,False,True,Nhanda,0.0,Pama-Nyungan
nhb,True,False,True,Beng,0.0,Mande
nhc,False,False,True,Tabasco Nahuatl,,Uto-Aztecan
nhd,True,True,True,Chiripá,,Tupian
nhe,False,True,True,Eastern Huasteca Nahuatl,,Uto-Aztecan
nhf,False,False,True,Nhuwala,,Pama-Nyungan
nhg,True,True,True,Tetelcingo Nahuatl,,Uto-Aztecan
nhh,False,False,True,Nahari,,Indo-European
nhi,False,True,True,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,,Uto-Aztecan
nhk,False,False,True,Isthmus-Cosoleacaque Nahuatl,,Uto-Aztecan
nhm,False,False,True,Morelos Nahuatl,,Uto-Aztecan
nhn,True,False,True,Central Nahuatl,,Uto-Aztecan
nho,False,True,True,Takuu,,Austronesian
nhp,True,False,True,Isthmus-Pajapan Nahuatl,,Uto-Aztecan
nhq,False,False,True,Huaxcaleca Nahuatl,,Uto-Aztecan
nhr,True,True,True,Naro,,Khoe-Kwadi
nht,False,False,True,Ometepec Nahuatl,,Uto-Aztecan
nhu,True,True,True,Noone,,Atlantic-Congo
nhv,False,False,True,Temascaltepec Nahuatl,,Uto-Aztecan
nhw,True,True,True,Western Huasteca Nahuatl,,Uto-Aztecan
nhx,True,True,True,Isthmus-Mecayapan Nahuatl,,Uto-Aztecan
nhy,False,True,True,Northern Oaxaca Nahuatl,,Uto-Aztecan
nhz,False,False,True,Santa María La Alta Nahuatl,,Uto-Aztecan
nia,True,False,True,Nias,0.0,Austronesian
nib,False,False,True,Nakame,,Nuclear Trans New Guinea
nid,True,False,True,Ngandi,0.0,Gunwinyguan
nie,True,False,True,Niellim,,Atlantic-Congo
nif,False,True,True,Nek,,Nuclear Trans New Guinea
nig,True,False,True,Ngalakan,0.0,Gunwinyguan
nih,True,False,True,Nyiha (Tanzania),,Atlantic-Congo
nii,False,True,True,Nii,,Nuclear Trans New Guinea
nij,True,False,True,Ngaju,,Austronesian
nik,False,False,True,Southern Nicobarese,,Austroasiatic
nil,False,False,True,Nila,,Austronesian
nim,False,False,True,Nilamba,,Atlantic-Congo
nin,False,True,True,Ninzo,,Atlantic-Congo
nio,True,False,True,Nganasan,0.0,Uralic
niq,False,True,True,Nandi,0.0,Nilotic
nir,True,False,True,Nimboran,0.0,Nimboranic
nis,False,False,True,Nimi,,Nuclear Trans New Guinea
nit,True,False,True,Southeastern Kolami,,Dravidian
niu,True,False,True,Niuean,0.0,Austronesian
niv,True,False,True,Gilyak,,Nivkh
niw,False,False,True,Nimo,,Left May
nix,False,False,True,Hema,,Atlantic-Congo
niy,True,True,True,Ngiti,0.0,Central Sudanic
niz,True,False,True,Ningil,0.0,Nuclear Torricelli
nja,False,False,True,Nzanyi,,Afro-Asiatic
njb,True,True,True,Nocte Naga,,Sino-Tibetan
njd,False,False,True,Ndonde Hamba,,Bookkeeping
njh,True,False,True,Lotha Naga,,Sino-Tibetan
nji,False,False,True,Gudanji,,Mirndi
njj,False,False,True,Njen,,Atlantic-Congo
njl,False,False,True,Njalgulgule,,Dajuic
njm,True,True,True,Angami Naga,,Sino-Tibetan
njn,False,True,True,Liangmai Naga,,Sino-Tibetan
njo,True,True,True,Ao Naga,,Sino-Tibetan
njr,False,False,True,Njerep,,Atlantic-Congo
njs,False,False,True,Nisa,,Geelvink Bay
njt,False,False,True,Ndyuka-Trio Pidgin,,Pidgin
nju,True,False,True,Ngadjunmaya,,Pama-Nyungan
njx,False,False,True,Kunyi,,Atlantic-Congo
njy,False,False,True,Njyem,,Atlantic-Congo
njz,False,True,True,Nyishi,0.0,Sino-Tibetan
nka,False,False,True,Nkoya,,Atlantic-Congo
nkb,False,False,True,Khoibu Naga,,Sino-Tibetan
nkc,False,False,True,Nkongho,,Atlantic-Congo
nkd,False,False,True,Koireng,,Sino-Tibetan
nke,False,False,True,Duke,,Austronesian
nkf,True,False,True,Inpui Naga,,Sino-Tibetan
nkg,False,False,True,Nekgini,,Nuclear Trans New Guinea
nkh,True,False,True,Khezha Naga,,Sino-Tibetan
nki,False,False,True,Thangal Naga,,Sino-Tibetan
nkj,False,False,True,Nakai,,Nuclear Trans New Guinea
nkk,False,False,True,Nokuku,,Austronesian
nkm,False,False,True,Namat,,Yam
nkn,False,False,True,Nkangala,,Atlantic-Congo
nko,True,True,True,Nkonya,0.0,Atlantic-Congo
nkp,False,False,True,Niuatoputapu,,Austronesian
nkq,False,False,True,Nkami,,Atlantic-Congo
nkr,True,False,True,Nukuoro,0.0,Austronesian
nks,False,False,True,North Asmat,,Nuclear Trans New Guinea
nkt,False,False,True,Nyika (Tanzania),,Atlantic-Congo
nku,False,False,True,Bouna Kulango,,Atlantic-Congo
nkv,False,False,True,Nyika (Malawi and Zambia),,Atlantic-Congo
nkw,False,False,True,Nkutu,,Atlantic-Congo
nkx,False,False,True,Nkoroo,,Ijoid
nkz,False,False,True,Nkari,,Atlantic-Congo
nla,False,False,True,Ngombale,,Atlantic-Congo
nlc,False,False,True,Nalca,,Nuclear Trans New Guinea
nld,True,True,True,Dutch,4.0,Indo-European
nle,False,False,True,East Nyala,,Atlantic-Congo
nlg,True,False,True,Gela,0.0,Austronesian
nli,False,False,True,Grangali,,Indo-European
nlj,False,False,True,Nyali,,Atlantic-Congo
nlk,False,False,True,Ninia Yali,,Nuclear Trans New Guinea
nll,True,False,True,Nihali,,?
nln,False,False,True,?,,Uto-Aztecan
nlo,False,False,True,Ngul,,Atlantic-Congo
nlq,False,False,True,Lao Naga,,Bookkeeping
nlr,True,False,True,?,,Bookkeeping
nlu,False,False,True,Nchumbulu,,Atlantic-Congo
nlv,False,False,True,Orizaba Nahuatl,,Uto-Aztecan
nlw,False,False,True,Walangama,,Pama-Nyungan
nlx,False,False,True,Nahali,0.0,Indo-European
nly,True,False,True,Nyamal,0.0,Pama-Nyungan
nlz,False,False,True,Nalögo,,Austronesian
nma,False,True,True,Maram Naga,,Sino-Tibetan
nmb,True,False,True,Big Nambas,,Austronesian
nmc,False,False,True,Ngam,,Central Sudanic
nmd,True,False,True,Ndumu,0.0,Atlantic-Congo
nme,False,False,True,Mzieme Naga,,Sino-Tibetan
nmf,True,True,True,Tangkhul Naga (India),,Sino-Tibetan
nmg,True,False,True,Kwasio,,Atlantic-Congo
nmh,False,False,True,Monsang Naga,,Sino-Tibetan
nmi,False,False,True,Nyam,,Afro-Asiatic
nmj,False,False,True,Ngombe (Central African Republic),,Bookkeeping
nmk,False,False,True,Namakura,,Austronesian
nml,False,False,True,Ndemli,,Atlantic-Congo
nmm,True,False,True,Manangba,,Sino-Tibetan
nmn,True,False,True,!Xóõ,0.0,Tuu
nmo,True,True,True,Moyon Naga,,Sino-Tibetan
nmp,False,False,True,Nimanbur,,Nyulnyulan
nmq,False,False,True,Nambya,,Atlantic-Congo
nmr,False,False,True,Nimbari,,Atlantic-Congo
nms,False,False,True,Letemboi,,Austronesian
nmt,False,False,True,Namonuito,,Austronesian
nmu,True,False,True,Northeast Maidu,,Maiduan
nmv,False,False,True,Ngamini,,Pama-Nyungan
nmw,False,False,True,Nimoa,,Austronesian
nmx,False,False,True,Nama (Papua New Guinea),,Yam
nmy,False,False,True,Namuyi,,Sino-Tibetan
nmz,True,False,True,Nawdm,,Atlantic-Congo
nna,True,False,True,Nyangumarta,,Pama-Nyungan
nnb,True,True,True,Nande,0.0,Atlantic-Congo
nnc,False,False,True,Nancere,,Afro-Asiatic
nnd,False,False,True,West Ambae,,Austronesian
nne,False,False,True,Ngandyera,,Atlantic-Congo
nnf,False,False,True,Ngaing,,Nuclear Trans New Guinea
nng,False,True,True,Maring Naga,,Sino-Tibetan
nnh,True,True,True,Ngiemboon,,Atlantic-Congo
nni,True,False,True,North Nuaulu,,Austronesian
nnj,False,False,True,Nyangatom,,Nilotic
nnk,True,False,True,Nankina,0.0,Nuclear Trans New Guinea
nnl,False,False,True,Northern Rengma Naga,,Sino-Tibetan
nnm,True,False,True,Namia,0.0,Sepik
nnn,False,False,True,Ngete,,Afro-Asiatic
nno,False,True,True,Norwegian Nynorsk,,Indo-European
nnp,False,True,True,Wancho Naga,,Sino-Tibetan
nnq,False,False,True,Ngindo,,Atlantic-Congo
nnr,False,False,True,Narungga,,Pama-Nyungan
nns,False,False,True,Ningye,,Atlantic-Congo
nnt,True,False,True,Nanticoke,0.0,Algic
nnu,False,False,True,Dwang,,Atlantic-Congo
nnv,False,False,True,Nugunu (Australia),,Pama-Nyungan
nnw,False,False,True,Southern Nuni,,Atlantic-Congo
nnx,False,False,True,?,,Bookkeeping
nny,False,False,True,Nyangga,,Tangkic
nnz,False,False,True,Nda'nda',,Atlantic-Congo
noa,True,True,True,Woun Meu,,Chocoan
nob,True,True,True,Norwegian Bokmål,,Indo-European
noc,False,False,True,Nuk,,Nuclear Trans New Guinea
nod,True,False,True,Northern Thai,,Tai-Kadai
noe,False,False,True,Nimadi,,Indo-European
nof,False,False,True,Nomane,,Nuclear Trans New Guinea
nog,True,True,True,Nogai,,Turkic
noh,False,False,True,Nomu,,Nuclear Trans New Guinea
noi,False,False,True,Noiri,,Indo-European
noj,True,False,True,Nonuya,,Huitotoan
nok,False,False,True,Nooksack,,Salishan
nol,False,False,True,Nomlaki,,Wintuan
nom,False,False,True,Nocamán,,Bookkeeping
non,True,False,True,Old Norse,,Indo-European
noo,True,False,True,?,,Bookkeeping
nop,False,True,True,Numanggang,,Nuclear Trans New Guinea
noq,False,False,True,Ngongo,,Atlantic-Congo
nor,True,False,True,Norwegian,,Indo-European
nos,False,False,True,Eastern Nisu,,Sino-Tibetan
not,True,True,True,Nomatsiguenga,0.0,Arawakan
nou,False,True,True,Ewage-Notu,,Nuclear Trans New Guinea
nov,False,False,True,Novial,1.0,Artificial Language
now,True,False,True,Nyambo,0.0,Atlantic-Congo
noy,False,False,True,Noy,,Atlantic-Congo
noz,False,False,True,Nayi,,Dizoid
npa,True,False,True,Nar Phu,,Sino-Tibetan
npb,False,False,True,Nupbikha,,Bookkeeping
npg,False,False,True,Ponyo-Gongwang Naga,,Bookkeeping
nph,False,True,True,Phom Naga,,Sino-Tibetan
npi,False,False,True,Nepali (individual language),1.0,Indo-European
npl,False,True,True,Southeastern Puebla Nahuatl,,Uto-Aztecan
npn,False,False,True,Mondropolon,,Austronesian
npo,False,True,True,Pochuri Naga,,Sino-Tibetan
nps,False,False,True,Nipsan,,Nuclear Trans New Guinea
npu,False,False,True,Puimei Naga,,Bookkeeping
npy,True,False,True,Napu,0.0,Austronesian
nqg,False,False,True,Southern Nago,,Atlantic-Congo
nqk,False,False,True,Kura Ede Nago,,Atlantic-Congo
nqm,False,False,True,Ndom,,Kolopom
nqn,False,False,True,Nen,,Yam
nqo,False,False,True,N'Ko,0.0,Artificial Language
nqq,False,False,True,Kyan-Karyaw Naga,,Bookkeeping
nqy,False,False,True,Akyaung Ari Naga,,Bookkeeping
nra,False,False,True,Ngom,,Atlantic-Congo
nrb,True,False,True,Nara,0.0,?
nrc,False,False,True,Noric,,Indo-European
nre,False,False,True,Southern Rengma Naga,,Sino-Tibetan
nrf,False,True,True,Jèrriais,,Indo-European
nrg,False,False,True,Narango,,Austronesian
nri,True,True,True,Chokri Naga,,Sino-Tibetan
nrk,False,False,True,Ngarla,0.0,Pama-Nyungan
nrl,True,False,True,Ngarluma,0.0,Pama-Nyungan
nrm,True,False,True,Narom,0.0,Austronesian
nrn,False,False,True,Norn,,Indo-European
nrp,False,False,True,North Picene,,Unclassifiable
nrr,False,False,True,Norra,,Bookkeeping
nrt,False,False,True,Northern Kalapuya,,Kalapuyan
nru,False,False,True,Narua,,Sino-Tibetan
nrx,False,False,True,Ngurmbur,,Unattested
nrz,True,False,True,Lala,,Austronesian
nsa,False,True,True,Sangtam Naga,,Sino-Tibetan
nsc,False,False,True,Nshi,,Unattested
nsd,False,False,True,Southern Nisu,,Sino-Tibetan
nse,True,True,True,Nsenga,0.0,Atlantic-Congo
nsf,False,False,True,Northwestern Nisu,,Sino-Tibetan
nsg,False,False,True,Ngasa,,Nilotic
nsh,False,False,True,Ngoshie,,Atlantic-Congo
nsi,False,False,True,Nigerian Sign Language,,Sign Language
nsk,True,False,True,Naskapi,0.0,Algic
nsl,True,False,True,Norwegian Sign Language,,Sign Language
nsm,True,False,True,Sumi Naga,,Sino-Tibetan
nsn,True,True,True,Nehan,0.0,Austronesian
nso,True,True,True,Pedi,1.0,Atlantic-Congo
nsp,False,False,True,Nepalese Sign Language,,Sign Language
nsq,True,False,True,Northern Sierra Miwok,,Miwok-Costanoan
nsr,False,False,True,Maritime Sign Language,,Sign Language
nss,False,True,True,Nali,,Austronesian
nst,True,True,True,Tase Naga,,Sino-Tibetan
nsu,False,False,True,Sierra Negra Nahuatl,,Uto-Aztecan
nsv,False,False,True,Southwestern Nisu,,Bookkeeping
nsw,False,False,True,Navut,,Austronesian
nsx,False,False,True,Nsongo,,Atlantic-Congo
nsy,False,False,True,Nasal,,Austronesian
nsz,True,False,True,Nisenan,0.0,Maiduan
ntd,False,False,True,?,,Austronesian
nte,False,False,True,Nathembo,,Atlantic-Congo
ntg,False,False,True,Ngantangarra,,?
nti,False,False,True,Natioro,,Atlantic-Congo
ntj,True,False,True,Ngaanyatjarra,0.0,Pama-Nyungan
ntk,False,False,True,Ikoma-Nata-Isenye,,Atlantic-Congo
ntm,True,False,True,Nateni,0.0,Atlantic-Congo
nto,True,False,True,Ntomba,0.0,Atlantic-Congo
ntp,True,True,True,Northern Tepehuan,,Uto-Aztecan
ntr,False,False,True,Delo,,Atlantic-Congo
nts,False,False,True,Natagaimas,,Bookkeeping
ntu,False,False,True,Natügu,0.0,Austronesian
ntw,False,False,True,Nottoway,,Iroquoian
ntx,False,False,True,Tangkhul Naga (Myanmar),,Bookkeeping
nty,False,False,True,Mantsi,,Sino-Tibetan
ntz,False,False,True,Natanzi,,Indo-European
nua,False,False,True,Yuanga,,Austronesian
nuc,True,False,True,Nukuini,,Pano-Tacanan
nud,False,False,True,Ngala,,Ndu
nue,False,False,True,Ngundu,,Atlantic-Congo
nuf,True,False,True,Nusu,0.0,Sino-Tibetan
nug,False,False,True,Nungali,,Mirndi
nuh,False,False,True,Ndunda,,Atlantic-Congo
nui,False,False,True,Ngumbi,,Atlantic-Congo
nuj,False,False,True,Nyole,,Atlantic-Congo
nuk,False,False,True,Nuu-chah-nulth,,Wakashan
nul,False,False,True,Nusa Laut,,Austronesian
num,True,False,True,Niuafo'ou,0.0,Austronesian
nun,True,False,True,Anong,0.0,Sino-Tibetan
nuo,False,False,True,Nguôn,,Austroasiatic
nup,True,False,True,Nupe-Nupe-Tako,,Atlantic-Congo
nuq,False,False,True,Nukumanu,,Austronesian
nur,False,False,True,Nukuria,,Austronesian
nus,True,False,True,Nuer,0.0,Nilotic
nut,True,False,True,Nung (Viet Nam),,Tai-Kadai
nuu,False,False,True,Ngbundu,,Atlantic-Congo
nuv,True,False,True,Northern Nuni,,Atlantic-Congo
nuw,False,False,True,Nguluwan,,Austronesian
nux,True,False,True,Mehek,0.0,Sepik
nuy,True,True,True,Nunggubuyu,0.0,Gunwinyguan
nuz,False,False,True,Tlamacazapa Nahuatl,,Uto-Aztecan
nvh,False,False,True,Nasarian,,Austronesian
nvm,False,True,True,Namiae,,Koiarian
nvo,False,False,True,Nyokon,,Atlantic-Congo
nwa,False,False,True,Nawathinehena,,Algic
nwb,True,False,True,Nyabwa,,Kru
nwc,False,False,True,Classical Newari,,?
nwe,True,False,True,Ngwe,,Atlantic-Congo
nwg,False,False,True,Ngayawung,,?
nwi,True,True,True,Southwest Tanna,,Austronesian
nwm,False,False,True,Nyamusa-Molo,,Central Sudanic
nwo,False,False,True,Nauo,,Pama-Nyungan
nwr,False,False,True,Nawaru,,Yareban
nwx,False,True,True,Middle Newar,,?
nwy,False,False,True,Nottoway-Meherrin,,?
nxa,False,False,True,Nauete,,Austronesian
nxd,False,True,True,Ngando (Democratic Republic of Congo),,Atlantic-Congo
nxe,False,False,True,Nage,,Austronesian
nxg,True,False,True,Ngad'a,0.0,Austronesian
nxi,False,False,True,Nindi,,Atlantic-Congo
nxk,False,False,True,Koki Naga,,Bookkeeping
nxl,False,False,True,South Nuaulu,,Austronesian
nxm,False,False,True,Numidian,,Unclassifiable
nxn,True,False,True,Ngawun,0.0,Pama-Nyungan
nxo,False,False,True,Ndambomo,,Atlantic-Congo
nxq,False,False,True,Naxi,0.0,Sino-Tibetan
nxr,False,False,True,Ninggerum,,Nuclear Trans New Guinea
nxu,False,False,True,Narau,,Bookkeeping
nxx,False,False,True,Nafri,,Sentanic
nya,True,True,True,Nyanja,1.0,Atlantic-Congo
nyb,False,False,True,Nyangbo,,Atlantic-Congo
nyc,False,False,True,Nyanga-li,,Atlantic-Congo
nyd,False,False,True,Nyore,,Atlantic-Congo
nye,False,False,True,Nyengo,,Atlantic-Congo
nyf,False,False,True,Giryama,,Atlantic-Congo
nyg,False,False,True,Nyindu,,Atlantic-Congo
nyh,True,False,True,Nyigina,0.0,Nyulnyulan
nyi,True,False,True,Ama (Sudan),,Nyimang
nyj,True,False,True,Nyanga,0.0,Atlantic-Congo
nyk,False,False,True,Nyaneka,,Atlantic-Congo
nyl,False,False,True,Nyeu,,Austroasiatic
nym,True,False,True,Nyamwezi,0.0,Atlantic-Congo
nyn,True,True,True,Nyankole,,Atlantic-Congo
nyo,True,False,True,Nyoro,,Atlantic-Congo
nyp,True,False,True,Nyang'i,,Kuliak
nyq,False,False,True,Nayini,,Indo-European
nyr,False,False,True,Nyiha (Malawi),,Atlantic-Congo
nys,True,False,True,Nyunga,,Pama-Nyungan
nyt,True,False,True,Nyawaygi,0.0,Pama-Nyungan
nyu,False,False,True,Nyungwe,,Atlantic-Congo
nyv,True,False,True,Nyulnyul,0.0,Nyulnyulan
nyw,False,False,True,Nyaw,,Tai-Kadai
nyx,False,False,True,Nganyaywana,,Pama-Nyungan
nyy,False,False,True,Nyakyusa-Ngonde,,Atlantic-Congo
nza,False,False,True,Tigon Mbembe,,Atlantic-Congo
nzb,False,False,True,Njebi,,Atlantic-Congo
nzi,False,False,True,Nzima,,Atlantic-Congo
nzk,True,False,True,Nzakara,0.0,Atlantic-Congo
nzm,True,True,True,Zeme Naga,,Sino-Tibetan
nzs,True,False,True,New Zealand Sign Language,0.0,Sign Language
nzu,False,False,True,Teke-Nzikou,,Atlantic-Congo
nzy,False,False,True,Nzakambay,,Atlantic-Congo
nzz,False,False,True,Nanga Dama Dogon,,Dogon
oaa,True,False,True,Orok,0.0,Tungusic
oac,True,False,True,Oroch,0.0,Tungusic
oar,False,False,True,Old Aramaic (up to 700 BCE),,Afro-Asiatic
oav,False,False,True,Old Avar,,?
obi,False,False,True,Obispeño,,Chumashan
obk,False,False,True,Southern Bontok,,Austronesian
obl,False,False,True,Oblo,,Atlantic-Congo
obm,False,False,True,Moabite,,Afro-Asiatic
obo,False,True,True,Obo Manobo,,Austronesian
obr,False,False,True,Old Burmese,,Sino-Tibetan
obt,False,False,True,Old Breton,,?
obu,False,False,True,Obulom,,Atlantic-Congo
oca,True,False,True,Ocaina,0.0,Huitotoan
och,False,False,True,Old Chinese,,Sino-Tibetan
oci,True,False,True,Occitan (post 1500),,Indo-European
oco,False,False,True,Old Cornish,,Indo-European
ocu,True,False,True,Atzingo Matlatzinca,,Otomanguean
oda,False,False,True,Odut,,Bookkeeping
odk,False,False,True,Od,,Indo-European
odt,False,False,True,Old Dutch,,Indo-European
odu,False,False,True,Odual,,Atlantic-Congo
ofo,False,False,True,Ofo,,Siouan
ofs,False,False,True,Old Frisian,,Indo-European
ofu,False,False,True,Efutop,,Atlantic-Congo
ogb,True,False,True,Ogbia,0.0,Atlantic-Congo
ogc,False,False,True,Ogbah,,Atlantic-Congo
oge,False,False,True,Old Georgian,,Kartvelian
ogg,False,False,True,Ogbogolo,,Atlantic-Congo
ogo,True,False,True,Khana,,Atlantic-Congo
ogu,True,False,True,Ogbronuagum,0.0,Atlantic-Congo
oht,False,False,True,Old Hittite,,?
ohu,False,False,True,Old Hungarian,,Uralic
oia,False,False,True,Oirata,,Timor-Alor-Pantar
oin,False,False,True,Inebu One,,Nuclear Torricelli
ojb,False,True,True,Northwestern Ojibwa,,Algic
ojc,False,False,True,Central Ojibwa,,Algic
ojg,True,False,True,Eastern Ojibwa,,Algic
oji,False,False,True,Ojibwa,0.0,?
ojp,False,False,True,Old Japanese,,Japonic
ojs,True,False,True,Severn Ojibwa,,Algic
ojv,True,False,True,Ontong Java,,Austronesian
ojw,False,False,True,Western Ojibwa,,Algic
oka,True,False,True,Okanagan,0.0,Salishan
okb,False,False,True,Okobo,,Atlantic-Congo
okd,False,False,True,Okodia,,Ijoid
oke,False,False,True,Okpe (Southwestern Edo),,Atlantic-Congo
okg,False,False,True,Koko Babangk,,Bookkeeping
okh,False,False,True,Koresh-e Rostam,,Indo-European
oki,False,False,True,Okiek,,Nilotic
okj,False,False,True,Oko-Juwoi,,Great Andamanese
okk,False,False,True,Kwamtim One,,Nuclear Torricelli
okl,False,False,True,Old Kentish Sign Language,,Sign Language
okm,False,False,True,Middle Korean (10th-16th cent.),,?
okn,False,False,True,Oki-No-Erabu,,Japonic
oko,False,False,True,Old Korean (3rd-9th cent.),,?
okr,False,False,True,Kirike,,Ijoid
oks,False,False,True,Oko-Eni-Osayen,,Atlantic-Congo
oku,True,False,True,Oku,0.0,Atlantic-Congo
okv,True,True,True,Orokaiva,0.0,Nuclear Trans New Guinea
okx,False,False,True,Okpe (Northwestern Edo),,Atlantic-Congo
ola,False,False,True,Walungge,,Sino-Tibetan
old,True,False,True,Mochi,,Atlantic-Congo
ole,False,False,True,Olekha,,Sino-Tibetan
olk,False,False,True,Olkol,,Bookkeeping
olm,False,False,True,Oloma,,Atlantic-Congo
olo,False,False,True,Livvi,,Uralic
olr,False,False,True,Olrat,,Austronesian
olt,False,False,True,Old Lithuanian,,Indo-European
olu,False,False,True,?,,Atlantic-Congo
oma,True,False,True,Omaha-Ponca,,Siouan
omb,True,False,True,East Ambae,,Austronesian
omc,True,False,True,Mochica,0.0,?
ome,False,False,True,Omejes,,Bookkeeping
omg,True,False,True,Omagua,0.0,Tupian
omi,False,False,True,Omi,,Central Sudanic
omk,False,False,True,Omok,,Yukaghir
oml,False,False,True,Ombo,,Atlantic-Congo
omn,False,False,True,Minoan,,Unclassifiable
omo,False,False,True,Utarmbung,,Nuclear Trans New Guinea
omp,False,False,True,Old Manipuri,,?
omr,False,False,True,Old Marathi,,Indo-European
omt,False,False,True,Omotik,,Nilotic
omu,False,False,True,Omurano,,?
omw,False,True,True,South Tairora,,Nuclear Trans New Guinea
omx,False,False,True,Old Mon,,Austroasiatic
ona,True,False,True,Ona,,Chonan
onb,False,False,True,Lingao,,Tai-Kadai
one,True,False,True,Oneida,0.0,Iroquoian
ong,True,True,True,Olo,0.0,Nuclear Torricelli
oni,False,False,True,Onin,,Austronesian
onj,False,False,True,Onjob,,Dagan
onk,False,False,True,Kabore One,,Nuclear Torricelli
onn,False,False,True,Onobasulu,,Bosavi
ono,True,False,True,Onondaga,0.0,Iroquoian
onp,False,False,True,Sartang,,Sino-Tibetan
onr,False,False,True,Northern One,,Nuclear Torricelli
ons,True,True,True,Ono,0.0,Nuclear Trans New Guinea
ont,False,False,True,Ontenu,,Bookkeeping
