code,URIEL,learned,distance,name,joshi,family
bbb,True,True,True,Barai,0.0,Koiarian
bbc,True,False,True,Batak Toba,,Austronesian
bbd,True,False,True,Bau,0.0,Nuclear Trans New Guinea
bbe,True,False,True,Bangba,,Atlantic-Congo
bbf,True,False,True,Baibai,,Baibai-Fas
bbg,True,False,True,Barama,,Atlantic-Congo
bbh,True,False,True,Bugan,,Austroasiatic
bbi,True,False,True,Barombi,,Atlantic-Congo
bbj,True,True,True,Ghomálá',,Atlantic-Congo
bbk,True,False,True,Babanki,,Atlantic-Congo
bbl,True,False,True,Bats,,Nakh-Daghestanian
bbm,True,False,True,Babango,,Atlantic-Congo
bbn,True,False,True,Uneapa,,Austronesian
bbo,True,False,True,Northern Bobo Madaré,,Mande
bbp,True,False,True,West Central Banda,,Atlantic-Congo
bbq,True,False,True,Bamali,,Atlantic-Congo
bbr,True,True,True,Girawa,,Nuclear Trans New Guinea
bbs,True,False,True,Bakpinka,,Atlantic-Congo
bbt,True,False,True,Mburku,,Afro-Asiatic
bbu,True,False,True,Kulung (Nigeria),,Atlantic-Congo
bbv,True,False,True,Karnai,,Austronesian
bbw,True,False,True,Baba,,Atlantic-Congo
bbx,False,False,True,Bubia,,Bookkeeping
bby,True,False,True,Befang,,Atlantic-Congo
bbz,True,False,True,Babalia Creole Arabic,,Bookkeeping
bca,True,False,True,Central Bai,,Sino-Tibetan
bcb,False,False,True,Bainouk-Samik,,Bookkeeping
bcc,True,False,True,Southern Balochi,,Indo-European
bcd,True,False,True,North Babar,,Austronesian
bce,True,False,True,Bamenyam,,Atlantic-Congo
bcf,True,False,True,Bamu,,Kiwaian
bcg,False,False,True,Baga Binari,,Atlantic-Congo
bch,True,True,True,Bariai,,Austronesian
bci,True,True,True,Baoulé,,Atlantic-Congo
bcj,True,False,True,Bardi,0.0,Nyulnyulan
bck,True,False,True,Bunaba,,Bunaban
bcl,True,True,True,Central Bikol,,Austronesian
bcm,True,False,True,Bannoni,,Austronesian
bcn,True,False,True,Bali (Nigeria),,Atlantic-Congo
bco,True,False,True,Kaluli,0.0,Bosavi
bcp,True,False,True,Bali (Democratic Republic of Congo),,Atlantic-Congo
bcq,True,False,True,Bench,,Ta-Ne-Omotic
bcr,True,False,True,Babine,,Athabaskan-Eyak-Tlingit
bcs,True,False,True,Kohumono,0.0,Atlantic-Congo
bct,True,False,True,Bendi,,Central Sudanic
bcu,True,False,True,Awad Bing,,Austronesian
bcv,True,False,True,Shoo-Minda-Nye,,Atlantic-Congo
bcw,True,False,True,Bana,0.0,Afro-Asiatic
bcy,True,False,True,Bacama,,Afro-Asiatic
bcz,True,False,True,Bainouk-Gunyaamolo,,Atlantic-Congo
bda,True,False,True,Bayot,,Atlantic-Congo
bdb,True,False,True,Basap,,Austronesian
bdc,True,False,True,Emberá-Baudó,,Chocoan
bdd,True,True,True,Bunama,,Austronesian
bde,True,False,True,Bade,0.0,Afro-Asiatic
bdf,False,False,True,Biage,,Koiarian
bdg,True,False,True,Bonggi,,Austronesian
bdh,True,True,True,Baka (Sudan),,Central Sudanic
bdi,True,False,True,Burun,,Nilotic
bdj,True,False,True,Bai,0.0,Atlantic-Congo
bdk,True,False,True,Budukh,0.0,Nakh-Daghestanian
bdl,True,False,True,Indonesian Bajau,,Austronesian
bdm,True,False,True,Buduma,0.0,Afro-Asiatic
bdn,True,False,True,Baldemu,,Afro-Asiatic
bdo,True,False,True,Morom,,Central Sudanic
bdp,True,False,True,Bende,,Atlantic-Congo
bdq,True,False,True,Bahnar,0.0,Austroasiatic
bdr,True,False,True,West Coast Bajau,,Austronesian
bds,True,False,True,Burunge,0.0,Afro-Asiatic
bdt,True,False,True,Bokoto,,Atlantic-Congo
bdu,True,False,True,Oroko,,Atlantic-Congo
bdv,True,False,True,Bodo Parja,,Indo-European
bdw,True,False,True,Baham,0.0,West Bomberai
bdx,True,False,True,Budong-Budong,,Austronesian
bdy,True,False,True,Bandjalang,0.0,Pama-Nyungan
bdz,True,False,True,Badeshi,,Unattested
bea,True,False,True,Beaver,,Athabaskan-Eyak-Tlingit
beb,True,False,True,Bebele,,Atlantic-Congo
bec,True,False,True,Iceve-Maci,,Atlantic-Congo
bed,True,False,True,Bedoanas,,Austronesian
bee,True,False,True,Byangsi,,Sino-Tibetan
bef,True,True,True,Benabena,0.0,Nuclear Trans New Guinea
beg,True,False,True,Belait,,Austronesian
beh,True,False,True,Biali,,Atlantic-Congo
bei,True,False,True,Bekati',,Austronesian
bej,True,False,True,Beja,0.0,Afro-Asiatic
bek,True,False,True,Bebeli,,Austronesian
bel,True,True,True,Belarusian,3.0,Indo-European
bem,True,True,True,Bemba (Zambia),,Atlantic-Congo
ben,True,True,True,Bengali,3.0,Indo-European
beo,True,False,True,Beami,,Bosavi
bep,True,False,True,Besoa,,Austronesian
beq,True,True,True,Beembe,0.0,Atlantic-Congo
bes,True,False,True,Besme,,Atlantic-Congo
bet,True,False,True,Guiberoua Béte,,Kru
beu,True,False,True,Blagar,,Timor-Alor-Pantar
bev,True,False,True,Daloa Bété,,Kru
bew,True,False,True,Betawi,,Austronesian
bex,True,False,True,Jur Modo,,Central Sudanic
bey,True,False,True,Beli (Papua New Guinea),,Nuclear Torricelli
bez,True,False,True,Bena (Tanzania),,Atlantic-Congo
bfa,True,False,True,Bari,0.0,Nilotic
bfb,True,False,True,Pauri Bareli,,Indo-European
bfc,True,False,True,Panyi Bai,,Sino-Tibetan
bfd,True,False,True,Bafut,0.0,Atlantic-Congo
bfe,True,False,True,Betaf,,Tor-Orya
bff,True,False,True,Bofi,,Atlantic-Congo
bfg,True,False,True,Busang Kayan,,Austronesian
bfh,True,False,True,Blafe,,Yam
bfi,True,False,True,British Sign Language,0.0,Sign Language
bfj,True,False,True,Bafanji,,Atlantic-Congo
bfk,True,False,True,Ban Khor Sign Language,,Sign Language
bfl,True,False,True,Banda-Ndélé,,Atlantic-Congo
bfm,True,False,True,Mmen,,Atlantic-Congo
bfn,True,False,True,Bunak,,Timor-Alor-Pantar
bfo,True,False,True,Malba Birifor,,Atlantic-Congo
bfp,True,False,True,Beba,,Atlantic-Congo
bfq,True,False,True,Badaga,0.0,Dravidian
bfr,True,False,True,Bazigar,,Unclassifiable
bfs,True,False,True,Southern Bai,,Sino-Tibetan
bft,True,False,True,Balti,0.0,Sino-Tibetan
bfu,True,False,True,Gahri,,Sino-Tibetan
bfw,True,False,True,Bondo,,Austroasiatic
bfx,True,False,True,Bantayanon,,Austronesian
bfy,True,False,True,Bagheli,,Indo-European
bfz,True,False,True,Mahasu Pahari,,Indo-European
bga,True,False,True,Gwamhi-Wuri,,Atlantic-Congo
bgb,True,False,True,Bobongko,,Austronesian
bgc,True,False,True,Haryanvi,,Indo-European
bgd,True,False,True,Rathwi Bareli,,Indo-European
bge,True,False,True,Bauria,,Indo-European
bgf,True,False,True,Bangandu,,Atlantic-Congo
bgg,True,False,True,Bugun,0.0,Sino-Tibetan
bgh,False,False,True,?,,Bookkeeping
bgi,True,False,True,Giangan,,Austronesian
bgj,True,False,True,Bangolan,,Atlantic-Congo
bgk,True,False,True,Bit,,Austroasiatic
bgl,True,False,True,Bo (Laos),,Austroasiatic
bgm,True,False,True,Baga Mboteni,,Atlantic-Congo
bgn,True,False,True,Western Balochi,,Indo-European
bgo,True,False,True,Baga Koga,,Atlantic-Congo
bgp,True,False,True,Eastern Balochi,,Indo-European
bgq,True,False,True,Bagri,0.0,Indo-European
bgr,True,False,True,Bawm Chin,,Sino-Tibetan
bgs,True,True,True,Tagabawa,,Austronesian
bgt,True,False,True,Bughotu,,Austronesian
bgu,True,False,True,Mbongno,,Atlantic-Congo
bgv,True,False,True,Warkay-Bipim,,Anim
bgw,True,False,True,Bhatri,,Indo-European
bgx,True,False,True,Balkan Gagauz Turkish,,Turkic
bgy,True,False,True,Benggoi,,Austronesian
bgz,True,False,True,Banggai,0.0,Austronesian
bha,True,False,True,Bharia,,Indo-European
bhb,True,False,True,Bhili,0.0,Indo-European
bhc,True,False,True,Biga,,Austronesian
bhd,True,False,True,Bhadrawahi,,Indo-European
bhe,True,False,True,Bhaya,,Indo-European
bhf,True,False,True,Odiai,,?
bhg,True,True,True,Binandere,0.0,Nuclear Trans New Guinea
bhh,True,False,True,Bukharic,,Indo-European
bhi,True,False,True,Bhilali,,Indo-European
bhj,True,False,True,Bahing,,Sino-Tibetan
bhk,True,False,True,?,,Austronesian
bhl,True,True,True,Bimin,,Nuclear Trans New Guinea
bhm,True,False,True,Bathari,0.0,Afro-Asiatic
bhn,True,False,True,Bohtan Neo-Aramaic,,Afro-Asiatic
bho,True,False,True,Bhojpuri,1.0,Indo-European
bhp,True,False,True,Bima,0.0,Austronesian
bhq,True,False,True,Tukang Besi South,,Austronesian
bhr,True,False,True,Bara Malagasy,,Austronesian
bhs,True,False,True,Buwal,,Afro-Asiatic
bht,True,False,True,Bhattiyali,,Indo-European
bhu,True,False,True,Bhunjia,,Indo-European
bhv,True,False,True,Bahau,,Austronesian
bhw,True,False,True,Biak,0.0,Austronesian
bhx,False,False,True,Bhalay,,Bookkeeping
bhy,True,False,True,Bhele,,Atlantic-Congo
bhz,True,False,True,Bada (Indonesia),,Austronesian
bia,True,False,True,Badimaya,0.0,Pama-Nyungan
bib,True,False,True,Bissa,,Mande
bic,False,False,True,Bikaru,,Bookkeeping
bid,True,False,True,Bidiyo,,Afro-Asiatic
bie,True,False,True,Bepour,,Nuclear Trans New Guinea
bif,True,False,True,Biafada,0.0,Atlantic-Congo
big,True,True,True,Biangai,,Kunimaipan
bij,True,False,True,Vaghat-Ya-Bijim-Legeri,,?
bik,False,False,True,Bikol,0.0,?
bil,True,False,True,Bile,,Atlantic-Congo
bim,True,False,True,Bimoba,0.0,Atlantic-Congo
bin,True,False,True,Bini,0.0,Atlantic-Congo
bio,True,False,True,Nai,0.0,Kwomtari-Nai
bip,True,False,True,Bila,,Atlantic-Congo
biq,True,False,True,Bipi,,Austronesian
bir,True,False,True,Bisorio,,Nuclear Trans New Guinea
bis,True,False,True,Bislama,1.0,Indo-European
bit,True,False,True,Berinomo,,Sepik
biu,True,True,True,Biete,,Sino-Tibetan
biv,True,False,True,Southern Birifor,,Atlantic-Congo
biw,True,False,True,Kol (Cameroon),,Atlantic-Congo
bix,True,False,True,Bijori,,Austroasiatic
biy,True,False,True,Birhor,,Austroasiatic
biz,True,False,True,Baloi,,Atlantic-Congo
bja,True,False,True,Budza,,Atlantic-Congo
bjb,True,False,True,Banggarla,0.0,Pama-Nyungan
bjc,True,False,True,Bariji,,Yareban
bjd,False,False,True,?,,Bookkeeping
bje,True,False,True,Biao-Jiao Mien,,Hmong-Mien
bjf,True,False,True,Barzani Jewish Neo-Aramaic,,Afro-Asiatic
bjg,True,False,True,Bidyogo,,Atlantic-Congo
bjh,True,False,True,Bahinemo,0.0,Sepik
bji,True,False,True,Burji,0.0,Afro-Asiatic
bjj,True,False,True,Kanauji,,Indo-European
bjk,True,False,True,Barok,,Austronesian
bjl,True,False,True,Bulu (Papua New Guinea),,Austronesian
bjm,True,False,True,Bajelani,,Indo-European
bjn,True,False,True,Banjar,1.0,Austronesian
bjo,True,False,True,Mid-Southern Banda,,Atlantic-Congo
bjp,False,True,True,Fanamaket,,Austronesian
bjq,False,False,True,?,,Bookkeeping
bjr,True,True,True,Binumarien,0.0,Nuclear Trans New Guinea
bjs,True,False,True,Bajan,,Indo-European
bjt,True,False,True,Balanta-Ganja,,Atlantic-Congo
bju,True,False,True,Busuu,,Atlantic-Congo
bjv,True,True,True,Bedjond,,Central Sudanic
bjw,True,False,True,Bakwé,,Kru
bjx,True,False,True,Banao Itneg,,Austronesian
bjy,True,False,True,Bayali,,Pama-Nyungan
bjz,True,False,True,Baruga,,Nuclear Trans New Guinea
bka,True,False,True,Kyak,,Atlantic-Congo
bkb,True,False,True,?,,Austronesian
bkc,True,False,True,Baka (Cameroon),,Atlantic-Congo
bkd,True,True,True,Binukid,0.0,Austronesian
bkf,True,False,True,Beeke,,Atlantic-Congo
bkg,True,False,True,Buraka,,Bookkeeping
bkh,True,False,True,Bakoko,,Atlantic-Congo
bki,True,False,True,Baki,,Austronesian
bkj,True,False,True,Pande,,Atlantic-Congo
bkk,True,False,True,Brokskat,0.0,Indo-European
bkl,True,False,True,Berik,0.0,Tor-Orya
bkm,True,False,True,Kom (Cameroon),,Atlantic-Congo
bkn,True,False,True,Bukitan,,Austronesian
bko,True,False,True,Kwa',,Atlantic-Congo
bkp,True,False,True,Boko (Democratic Republic of Congo),,Atlantic-Congo
bkq,True,True,True,Bakairí,0.0,Cariban
bkr,True,False,True,Bakumpai,,Austronesian
bks,True,False,True,Northern Sorsoganon,,Austronesian
bkt,True,False,True,Boloki,,Atlantic-Congo
bku,True,False,True,Buhid,,Austronesian
bkv,True,False,True,Bekwarra,,Atlantic-Congo
bkw,True,False,True,Bekwel,,Atlantic-Congo
bkx,True,False,True,Baikeno,,Austronesian
bky,True,False,True,Bokyi,,Atlantic-Congo
bkz,True,False,True,Bungku,,Austronesian
bla,True,False,True,Siksika,,Algic
blb,True,False,True,Bilua,0.0,?
blc,True,False,True,Bella Coola,0.0,Salishan
bld,True,False,True,Bolango,,Austronesian
ble,True,False,True,Balanta-Kentohe,,Atlantic-Congo
blf,True,False,True,Buol,,Austronesian
blg,False,False,True,Balau,,Bookkeeping
blh,True,False,True,Kuwaa,,Kru
bli,True,False,True,Bolia,0.0,Atlantic-Congo
blj,True,False,True,Bolongan,,Austronesian
blk,True,False,True,Pa'o Karen,,Sino-Tibetan
bll,True,False,True,Biloxi,0.0,Siouan
blm,True,False,True,Beli (Sudan),,Central Sudanic
bln,True,False,True,Southern Catanduanes Bikol,,Austronesian
blo,True,False,True,Anii,,Atlantic-Congo
blp,True,False,True,Blablanga,,Austronesian
blq,True,False,True,Baluan-Pam,,Austronesian
blr,True,False,True,Blang,,Austroasiatic
bls,True,False,True,Balaesang,,Austronesian
blt,True,False,True,Tai Dam,,Tai-Kadai
blv,True,False,True,Bolo,,Atlantic-Congo
blw,True,True,True,Balangao,0.0,Austronesian
blx,True,False,True,Mag-Indi Ayta,,Austronesian
bly,True,False,True,Notre,,Atlantic-Congo
blz,True,True,True,Balantak,0.0,Austronesian
bma,True,False,True,Lame,,Atlantic-Congo
bmb,True,False,True,Bembe,,Atlantic-Congo
bmc,True,False,True,Biem,,Austronesian
bmd,True,False,True,Baga Manduri,,Atlantic-Congo
bme,True,False,True,Limassa,,Atlantic-Congo
bmf,True,False,True,Bom,,Atlantic-Congo
bmg,True,False,True,Bamwe,,Atlantic-Congo
bmh,True,True,True,Kein,,Nuclear Trans New Guinea
bmi,True,False,True,Bagirmi,0.0,Central Sudanic
bmj,True,False,True,Bote-Majhi,,Indo-European
bmk,True,True,True,Ghayavi,,Austronesian
bml,True,False,True,Bomboli,,Atlantic-Congo
bmm,True,False,True,Northern Betsimisaraka Malagasy,,Austronesian
bmn,True,False,True,Bina (Papua New Guinea),,Austronesian
bmo,True,False,True,Bambalang,,Atlantic-Congo
bmp,True,False,True,Bulgebi,,Nuclear Trans New Guinea
bmq,True,False,True,Bomu,,Atlantic-Congo
bmr,True,True,True,Muinane,0.0,Boran
bms,True,False,True,Bilma Kanuri,,Saharan
bmt,True,False,True,Biao Mon,,Hmong-Mien
bmu,True,True,True,Somba-Siawari,,Nuclear Trans New Guinea
bmv,True,False,True,Bum,,Atlantic-Congo
bmw,True,False,True,Bomwali,,Atlantic-Congo
bmx,True,False,True,Baimak,,Nuclear Trans New Guinea
bmy,True,False,True,?,,Bookkeeping
bmz,True,False,True,Baramu,,Anim
bna,True,False,True,Bonerate,,Austronesian
bnb,True,False,True,Bookan,,Austronesian
bnc,True,False,True,Bontok,0.0,Austronesian
bnd,True,False,True,Banda (Indonesia),,Austronesian
bne,True,False,True,Bintauna,,Austronesian
bnf,True,False,True,Masiwang,,Austronesian
bng,True,False,True,Benga,0.0,Atlantic-Congo
bni,True,False,True,Bangi,,Atlantic-Congo
bnj,True,False,True,Eastern Tawbuid,,Austronesian
bnk,True,False,True,Bierebo,,Austronesian
bnl,True,False,True,Boon,,Afro-Asiatic
bnm,True,False,True,Batanga,,Atlantic-Congo
bnn,True,False,True,Bunun,,Austronesian
bno,True,False,True,Bantoanon,,Austronesian
bnp,True,True,True,Bola,,Austronesian
bnq,True,False,True,Bantik,0.0,Austronesian
bnr,True,False,True,Butmas-Tur,,Austronesian
bns,True,False,True,Bundeli,,Indo-European
bnu,True,False,True,Bentong,,Austronesian
bnv,True,False,True,Bonerif,,Tor-Orya
bnw,True,False,True,Bisis,,Sepik
bnx,True,False,True,Bangubangu,,Atlantic-Congo
bny,True,False,True,Bintulu,,Austronesian
bnz,True,False,True,Beezen,,Atlantic-Congo
boa,True,True,True,Bora,0.0,Boran
bob,True,False,True,Aweer,,Afro-Asiatic
bod,True,False,True,Tibetan,1.0,Sino-Tibetan
boe,True,False,True,Mundabli,,Atlantic-Congo
bof,True,False,True,Bolon,,Mande
bog,True,False,True,Bamako Sign Language,,Sign Language
boh,True,False,True,Boma,,Atlantic-Congo
boi,True,False,True,Barbareño,,Chumashan
boj,True,True,True,Anjam,,Nuclear Trans New Guinea
bok,True,False,True,Bonjo,,Atlantic-Congo
bol,True,False,True,Bole,0.0,Afro-Asiatic
bom,True,True,True,Berom,,Atlantic-Congo
bon,True,True,True,Bine,,Eastern Trans-Fly
boo,True,False,True,Tiemacèwè Bozo,,Mande
bop,True,False,True,Bonkiman,,Nuclear Trans New Guinea
boq,True,False,True,Bogaya,,?
bor,True,False,True,Borôro,,Bororoan
bos,True,False,True,Bosnian,3.0,Indo-European
bot,True,False,True,Bongo,0.0,Central Sudanic
bou,True,False,True,Bondei,,Atlantic-Congo
bov,True,False,True,Tuwuli,,Atlantic-Congo
bow,True,False,True,Rema,,Yam
box,True,True,True,Buamu,,Atlantic-Congo
boy,True,False,True,Bodo (Central African Republic),,Atlantic-Congo
boz,True,False,True,Tiéyaxo Bozo,,Mande
bpa,True,False,True,Daakaka,,Austronesian
bpb,True,False,True,Barbacoas,,Unattested
bpd,True,False,True,Banda-Banda,,Atlantic-Congo
bpg,True,False,True,Bonggo,,Austronesian
bph,True,False,True,Botlikh,,Nakh-Daghestanian
bpi,True,False,True,Bagupi,,Nuclear Trans New Guinea
bpj,True,False,True,Binji,,Atlantic-Congo
bpk,True,False,True,Orowe,,Austronesian
bpl,True,False,True,Broome Pearling Lugger Pidgin,,Pidgin
bpm,True,False,True,Biyom,,Nuclear Trans New Guinea
bpn,True,False,True,Dzao Min,,Hmong-Mien
bpo,False,False,True,Anasi,,Bookkeeping
bpp,True,False,True,Kaure,0.0,Kaure-Kosare
bpq,True,False,True,Banda Malay,,Austronesian
bpr,True,True,True,Koronadal Blaan,,Austronesian
bps,True,True,True,Sarangani Blaan,,Austronesian
bpt,True,False,True,Barrow Point,,Pama-Nyungan
bpu,True,False,True,Bongu,0.0,Nuclear Trans New Guinea
bpv,True,False,True,Bian Marind,,Anim
bpw,True,False,True,Bo (Papua New Guinea),,Left May
bpx,True,False,True,Palya Bareli,,Indo-European
bpy,True,False,True,Bishnupriya,,Indo-European
bpz,True,False,True,Bilba,,Austronesian
bqa,True,False,True,Tchumbuli,,Atlantic-Congo
bqb,True,False,True,Bagusa,,Greater Kwerba
bqc,True,True,True,Boko (Benin),,Mande
bqd,True,False,True,Bung,,Atlantic-Congo
bqf,False,False,True,Baga Kaloum,,Bookkeeping
bqg,True,False,True,Bago-Kusuntu,,Atlantic-Congo
bqh,True,False,True,Baima,,Sino-Tibetan
bqi,True,False,True,Bakhtiari,,Indo-European
bqj,True,True,True,Bandial,,Atlantic-Congo
bqk,True,False,True,Banda-Mbrès,,Atlantic-Congo
bql,True,False,True,Bilakura,,Nuclear Trans New Guinea
bqm,True,False,True,Wumboko,,Atlantic-Congo
bqn,True,False,True,Bulgarian Sign Language,,Sign Language
bqo,True,False,True,Balo,,Atlantic-Congo
bqp,True,False,True,Busa,0.0,Mande
bqq,True,False,True,Biritai,,Lakes Plain
bqr,True,False,True,Burusu,,Austronesian
bqs,True,False,True,Bosngun,,Lower Sepik-Ramu
bqt,True,False,True,Bamukumbit,,Atlantic-Congo
bqu,True,False,True,Boguru,,Atlantic-Congo
bqv,True,False,True,Koro Wachi,,Atlantic-Congo
bqw,True,False,True,Buru (Nigeria),,Atlantic-Congo
bqx,True,False,True,Baangi,,Atlantic-Congo
bqy,True,False,True,Bengkala Sign Language,,Sign Language
bqz,True,False,True,Bakaka,,Atlantic-Congo
bra,True,False,True,Braj,,Indo-European
brb,True,False,True,Lave,,Austroasiatic
brc,True,False,True,Berbice Creole Dutch,,Indo-European
brd,True,False,True,Baraamu,,Sino-Tibetan
bre,True,True,True,Breton,1.0,Indo-European
brf,True,False,True,Bera,,Atlantic-Congo
brg,True,False,True,Baure,0.0,Arawakan
brh,True,False,True,Brahui,0.0,Dravidian
bri,True,False,True,Mokpwe,,Atlantic-Congo
brj,True,False,True,Bieria,,Austronesian
brk,True,False,True,Birked,,Nubian
brl,True,False,True,Birwa,,Atlantic-Congo
brm,True,False,True,Barambu,0.0,Atlantic-Congo
brn,True,False,True,Boruca,0.0,Chibchan
bro,True,False,True,Brokkat,,Sino-Tibetan
brp,True,False,True,Barapasi,,Geelvink Bay
brq,True,False,True,Breri,,Lower Sepik-Ramu
brr,True,False,True,Birao,,Austronesian
brs,True,False,True,Baras,,Austronesian
brt,True,False,True,Bitare,,Atlantic-Congo
bru,True,True,True,Eastern Bru,,Austroasiatic
brv,True,False,True,Western Bru,,Austroasiatic
brw,True,False,True,Bellari,,Dravidian
brx,True,False,True,Bodo (India),,Sino-Tibetan
bry,True,False,True,Burui,,Ndu
brz,True,False,True,Bilbil,,Austronesian
bsa,True,False,True,Abinomn,,?
bsb,True,False,True,Brunei Bisaya,,Austronesian
bsc,True,True,True,Bassari,,Atlantic-Congo
bse,True,False,True,Wushi,,Atlantic-Congo
bsf,True,False,True,Bauchi,,Atlantic-Congo
bsg,True,False,True,Bashkardi,,Indo-European
bsh,True,False,True,Kati,0.0,Indo-European
bsi,True,False,True,Bassossi,,Atlantic-Congo
bsj,True,False,True,Bangwinji,,Atlantic-Congo
bsk,True,False,True,Burushaski,0.0,?
bsl,True,False,True,Basa-Gumna,,Atlantic-Congo
bsm,True,False,True,Busami,,Austronesian
bsn,True,True,True,Barasana-Eduria,,Tucanoan
bso,False,False,True,Buso,,Bookkeeping
bsp,True,True,True,Baga Sitemu,0.0,Atlantic-Congo
bsq,True,False,True,Bassa,,Kru
bsr,True,False,True,Bassa-Kontagora,,Atlantic-Congo
bss,True,True,True,Akoose,,Atlantic-Congo
bst,True,False,True,Basketo,,Ta-Ne-Omotic
bsu,True,False,True,Bahonsuai,,Austronesian
bsv,False,False,True,Baga Sobané,,Bookkeeping
bsw,True,False,True,Baiso,,Afro-Asiatic
bsx,True,False,True,Yangkam,,Atlantic-Congo
bsy,True,False,True,Sabah Bisaya,,Austronesian
bta,True,False,True,Bata,,Afro-Asiatic
btb,False,False,True,?,,Bookkeeping
btc,True,False,True,Bati (Cameroon),,Atlantic-Congo
btd,True,False,True,Batak Dairi,,Austronesian
bte,True,False,True,Gamo-Ningi,,Atlantic-Congo
btf,True,False,True,Birgit,,Afro-Asiatic
btg,True,False,True,Gagnoa Bété,,Kru
bth,True,True,True,Biatah Bidayuh,,Austronesian
bti,True,False,True,Burate,,Geelvink Bay
btj,True,False,True,Bacanese Malay,,Austronesian
btl,True,False,True,Bhatola,,Bookkeeping
btm,True,False,True,Batak Mandailing,,Austronesian
btn,True,False,True,Ratagnon,,Austronesian
bto,True,False,True,Rinconada Bikol,,Austronesian
btp,True,False,True,Budibud,,Austronesian
btq,True,False,True,Batek,,Austroasiatic
btr,True,False,True,Baetora,,Austronesian
bts,True,False,True,Batak Simalungun,,Austronesian
